year,Country,type,CV_idea,Turnout_idea,cv_change,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lead10,Population,interval,cid
2005,Croatia,Presidential,0.0,50.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4489409,[2005-2014],42
2009,Croatia,Presidential,0.0,43.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4486881,[2005-2014],42
2010,Croatia,Presidential,0.0,50.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4486881,[2005-2014],42
2014,Croatia,Presidential,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4470534,[2005-2014],42
2015,Croatia,Presidential,0.0,59.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4470534,[2015-2024],42
2019,Croatia,Presidential,0.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4248989,[2015-2024],42
2020,Croatia,Presidential,0.0,54.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4229585,[2015-2024],42
1993,Cyprus,Presidential,1.0,92.845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,,,,,718000,[1985-1994],44
1998,Cyprus,Presidential,1.0,92.545,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,,,,,750310,[1995-2004],44
2003,Cyprus,Presidential,1.0,90.55,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,,,,,767317,[1995-2004],44
2008,Cyprus,Presidential,1.0,90.23,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,,,,788457,[2005-2014],44
2013,Cyprus,Presidential,1.0,82.36,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,-1.0,0.0,0.0,0.0,0.0,0.0,,,,,1138071,[2005-2014],44
2018,Cyprus,Presidential,0.0,72.925,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1237088,[2015-2024],44
2023,Cyprus,Presidential,0.0,72.245,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1308120,[2015-2024],44
2013,Czechia,Presidential,0.0,60.175,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,10177300,[2005-2014],45
2018,Czechia,Presidential,0.0,64.225,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,10686269,[2015-2024],45
2023,Czechia,Presidential,0.0,69.245,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,10706242,[2015-2024],45
1990,Côte d'Ivoire,Presidential,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,11717000,[1985-1994],46
1995,Côte d'Ivoire,Presidential,0.0,45.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,14172000,[1995-2004],46
2000,Côte d'Ivoire,Presidential,0.0,37.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,14786000,[1995-2004],46
2010,Côte d'Ivoire,Presidential,0.0,82.42500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,21058798,[2005-2014],46
2015,Côte d'Ivoire,Presidential,0.0,52.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,23295302,[2015-2024],46
2020,Côte d'Ivoire,Presidential,0.0,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,27481086,[2015-2024],46
1993,Djibouti,Presidential,0.0,50.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,557000,[1985-1994],48
1999,Djibouti,Presidential,0.0,56.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,630122,[1995-2004],48
2005,Djibouti,Presidential,0.0,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,666400,[2005-2014],48
2011,Djibouti,Presidential,0.0,75.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,757074,[2005-2014],48
2016,Djibouti,Presidential,0.0,69.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,846687,[2015-2024],48
2021,Djibouti,Presidential,0.0,76.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,938413,[2015-2024],48
1947,Dominican Republic,Presidential,1.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1982000,[1945-1954],50
1974,Dominican Republic,Presidential,1.0,75.68,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,4560000,[1965-1974],50
1978,Dominican Republic,Presidential,1.0,72.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,5166000,[1975-1984],50
1982,Dominican Republic,Presidential,1.0,73.89,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,5744000,[1975-1984],50
1986,Dominican Republic,Presidential,1.0,69.49,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6565000,[1985-1994],50
1990,Dominican Republic,Presidential,1.0,59.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,7170000,[1985-1994],50
1996,Dominican Republic,Presidential,1.0,77.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8039000,[1995-2004],50
2000,Dominican Republic,Presidential,1.0,76.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8590243,[1995-2004],50
2004,Dominican Republic,Presidential,1.0,72.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8562541,[1995-2004],50
2008,Dominican Republic,Presidential,1.0,71.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8532541,[2005-2014],50
2012,Dominican Republic,Presidential,0.0,70.23,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10088598,[2005-2014],50
2016,Dominican Republic,Presidential,0.0,69.6,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10606865,[2015-2024],50
2020,Dominican Republic,Presidential,0.0,55.29,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10499707,[2015-2024],50
1967,El Salvador,Presidential,0.0,38.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3150000,[1965-1974],53
1972,El Salvador,Presidential,0.0,72.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3760000,[1965-1974],53
1989,El Salvador,Presidential,0.0,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5193000,[1985-1994],53
1994,El Salvador,Presidential,0.0,48.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5641000,[1985-1994],53
1999,El Salvador,Presidential,0.0,38.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5901022,[1995-2004],53
2004,El Salvador,Presidential,0.0,66.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6470379,[1995-2004],53
2009,El Salvador,Presidential,0.0,61.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6030596,[2005-2014],53
2014,El Salvador,Presidential,0.0,58.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6108590,[2005-2014],53
2019,El Salvador,Presidential,0.0,51.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6202330,[2015-2024],53
2002,Equatorial Guinea,Presidential,0.0,97.97,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,520764,[1995-2004],54
2009,Equatorial Guinea,Presidential,0.0,93.35,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,633441,[2005-2014],54
2016,Equatorial Guinea,Presidential,0.0,92.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,759451,[2015-2024],54
2022,Equatorial Guinea,Presidential,0.0,98.41,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,1679172,[2015-2024],54
1992,Estonia,Presidential,0.0,67.95,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1544000,[1985-1994],55
1950,Finland,Presidential,0.0,63.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4009000,[1945-1954],59
1956,Finland,Presidential,0.0,73.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4282000,[1955-1964],59
1962,Finland,Presidential,0.0,81.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4505000,[1955-1964],59
1968,Finland,Presidential,0.0,69.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4630000,[1965-1974],59
1978,Finland,Presidential,0.0,64.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4753000,[1975-1984],59
1982,Finland,Presidential,0.0,81.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4827000,[1975-1984],59
1988,Finland,Presidential,0.0,77.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4946000,[1985-1994],59
1994,Finland,Presidential,0.0,78.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5095000,[1985-1994],59
2000,Finland,Presidential,0.0,75.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5180030,[1995-2004],59
2006,Finland,Presidential,0.0,72.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5223442,[2005-2014],59
2012,Finland,Presidential,0.0,67.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5262930,[2005-2014],59
2018,Finland,Presidential,0.0,66.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5537364,[2015-2024],59
1965,France,Presidential,0.0,84.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48760000,[1965-1974],60
1969,France,Presidential,0.0,73.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50320000,[1965-1974],60
1974,France,Presidential,0.0,85.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52510000,[1965-1974],60
1981,France,Presidential,0.0,83.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53966000,[1975-1984],60
1988,France,Presidential,0.0,82.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56118000,[1985-1994],60
1995,France,Presidential,0.0,79.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58007000,[1995-2004],60
2002,France,Presidential,0.0,75.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59551227,[1995-2004],60
2007,France,Presidential,0.0,83.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63713926,[2005-2014],60
2012,France,Presidential,0.0,79.91499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65630692,[2005-2014],60
2017,France,Presidential,0.0,76.16499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67106161,[2015-2024],60
2022,France,Presidential,0.0,72.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68305148,[2015-2024],60
1995,Georgia,Presidential,0.0,68.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,5458000,[1995-2004],62
2000,Georgia,Presidential,0.0,75.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,5030747,[1995-2004],62
2004,Georgia,Presidential,0.0,87.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,4934413,[1995-2004],62
2008,Georgia,Presidential,0.0,56.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,4646003,[2005-2014],62
2013,Georgia,Presidential,0.0,46.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,4555911,[2005-2014],62
2018,Georgia,Presidential,0.0,51.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,4926087,[2015-2024],62
1992,Ghana,Presidential,0.0,50.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15959000,[1985-1994],64
1996,Ghana,Presidential,0.0,78.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17958000,[1995-2004],64
2000,Ghana,Presidential,0.0,61.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20212000,[1995-2004],64
2004,Ghana,Presidential,0.0,85.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20757032,[1995-2004],64
2008,Ghana,Presidential,0.0,71.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23434573,[2005-2014],64
2012,Ghana,Presidential,0.0,80.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24652402,[2005-2014],64
2016,Ghana,Presidential,0.0,68.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26908262,[2015-2024],64
2020,Ghana,Presidential,0.0,78.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,29340248,[2015-2024],64
1950,Guatemala,Presidential,1.0,71.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2802000,[1945-1954],69
1958,Guatemala,Presidential,1.0,66.85,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,3546000,[1955-1964],69
1966,Guatemala,Presidential,1.0,56.27,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,4560000,[1965-1974],69
1970,Guatemala,Presidential,1.0,53.82,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,5100000,[1965-1974],69
1974,Guatemala,Presidential,1.0,46.41,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5910000,[1965-1974],69
1978,Guatemala,Presidential,1.0,36.52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6543000,[1975-1984],69
1982,Guatemala,Presidential,1.0,45.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7315000,[1975-1984],69
1985,Guatemala,Presidential,1.0,67.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7963000,[1985-1994],69
1990,Guatemala,Presidential,0.0,56.44,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9198000,[1985-1994],69
1991,Guatemala,Presidential,0.0,45.26,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9467000,[1985-1994],69
1995,Guatemala,Presidential,0.0,46.8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10619000,[1995-2004],69
1996,Guatemala,Presidential,0.0,36.88,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10619000,[1995-2004],69
1999,Guatemala,Presidential,0.0,47.075,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11788030,[1995-2004],69
2003,Guatemala,Presidential,0.0,52.335,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13909384,[1995-2004],69
2007,Guatemala,Presidential,0.0,54.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12728111,[2005-2014],69
2011,Guatemala,Presidential,0.0,64.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13824463,[2005-2014],69
2015,Guatemala,Presidential,0.0,62.94499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14918999,[2015-2024],69
2019,Guatemala,Presidential,0.0,52.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16867133,[2015-2024],69
2023,Guatemala,Presidential,0.0,52.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17980803,[2015-2024],69
1993,Guinea,Presidential,0.0,78.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,6306000,[1985-1994],70
1998,Guinea,Presidential,0.0,69.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,7317331,[1995-2004],70
2003,Guinea,Presidential,0.0,82.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,9030220,[1995-2004],70
2010,Guinea,Presidential,0.0,59.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,10324025,[2005-2014],70
2015,Guinea,Presidential,0.0,68.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,11780162,[2015-2024],70
2020,Guinea,Presidential,0.0,78.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,12527440,[2015-2024],70
1994,Guinea-Bissau,Presidential,0.0,85.44999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1050000,[1985-1994],71
1999,Guinea-Bissau,Presidential,0.0,83.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1250409,[1995-2004],71
2000,Guinea-Bissau,Presidential,0.0,71.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1250409,[1995-2004],71
2005,Guinea-Bissau,Presidential,0.0,83.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1416027,[2005-2014],71
2009,Guinea-Bissau,Presidential,0.0,60.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1533964,[2005-2014],71
2014,Guinea-Bissau,Presidential,0.0,83.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1693398,[2005-2014],71
2019,Guinea-Bissau,Presidential,0.0,73.52000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1879407,[2015-2024],71
1990,Haiti,Presidential,0.0,50.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6486000,[1985-1994],73
